rank,company,revenue ($ millions),profit ($ millions)
195,Bristol-Myers Squibb,15879,2004
196,NRG Energy,15868,134
197,Monsanto,15855,2740
198,PPG Industries,15607,2102
199,Genuine Parts,15342,711
200,Omnicom Group,15318,1104
201,Illinois Tool Works,15282,2946
202,Murphy USA,15279,244
203,Land O’Lakes,15199,267
204,Western Refining,15154,560
205,Western Digital,15130,1617
206,FirstEnergy,15054,299
207,Aramark,14833,149
208,DISH Network,14643,945
209,Las Vegas Sands,14584,2841
210,Kellogg,14580,632
211,Loews,14572,591
212,CBS,14483,2959
213,Ecolab,14281,1203
214,Whole Foods Market,14194,579
215,Chubb,14098,2100
216,Health Net,14009,146
217,Waste Management,13996,1298
218,Apache,13938,-5403
219,Textron,13878,600
220,Synnex,13840,180
221,Marriott International,13796,753
222,Viacom,13783,2391
223,Lincoln National,13554,1515
224,Nordstrom,13506,720
225,C.H. Robinson Worldwide,13470,450
226,Edison International,13413,1612
227,Marathon Oil,13297,3046
228,Yum Brands,13279,1051
229,Computer Sciences,13233,674
230,Parker-Hannifin,13216,1041
231,DaVita HealthCare Partners,13162,723
232,CarMax,13122,493
233,Texas Instruments,13045,2821
234,WellCare Health Plans,12960,64
235,Marsh & McLennan,12951,1465
236,Consolidated Edison,12919,1092
237,Oneok,12836,314
238,Visa,12702,5438
239,Jacobs Engineering Group,12695,328
240,CSX,12669,1927
241,Entergy,12495,941
242,Facebook,12466,2940
243,Dominion Resources,12436,1310
244,Leucadia National,12407,208
245,Toys “R” Us,12361,-292
246,DTE Energy,12301,905
247,Ameriprise Financial,12296,1619
248,VF,12282,1048
249,Praxair,12273,1694
250,J.C. Penney,12257,-771
251,Automatic Data Processing,12220,1516
252,L-3 Communications,12124,664
253,CDW,12075,245
254,Guardian Life Ins. Co. of America,11909,445
255,Xcel Energy,11686,1021
256,Norfolk Southern,11624,2000
257,PPL,11616,1737
258,R.R. Donnelley & Sons,11603,117
259,Huntsman,11578,323
260,Bed Bath & Beyond,11504,1022
261,Stanley Black & Decker,11457,761
262,L Brands,11454,1042
263,Liberty Interactive,11382,537
264,Farmers Insurance Exchange,11318,3
265,First Data,11152,-458
266,Sherwin-Williams,11130,866
267,BlackRock,11081,3294
268,Voya Financial,11071,2300
269,Ross Stores,11042,925
270,Sempra Energy,11035,1161
271,Estee Lauder,10969,1204
272,H.J. Heinz,10922,657
273,Reinsurance Group of America,10904,684
274,Public Service Enterprise Group,10886,1518
275,Cameron International,10809,811
276,Navistar International,10806,-619
277,CST Brands,10777,200
278,State Street Corp.,10687,2037
279,Unum Group,10510,413
280,Hilton Worldwide Holdings,10502,673
281,Family Dollar Stores,10489,285
282,Principal Financial,10478,1144
283,Reliance Steel & Aluminum,10452,372
284,Air Products & Chemicals,10448,992
285,Assurant,10382,471
286,Peter Kiewit Sons’,10380,350
287,Henry Schein,10371,466
288,Cognizant Technology Solutions,10263,1439
289,MGM Resorts International,10082,-150
290,W.W. Grainger,9965,802
291,Group 1 Automotive,9938,93
292,BB&T Corp.,9926,2151
293,WestRock,9895,480
294,Advance Auto Parts,9844,494
295,Ally Financial,9790,1150
296,AGCO,9724,410
297,Corning,9715,2472
298,Biogen,9703,2935
299,NGL Energy Partners,9699,48
300,Stryker,9675,515
301,Molina Healthcare,9667,62
302,Precision Castparts,9640,1777
303,Discover Financial Services,9611,2323
304,Genworth Financial,9565,-1244
305,Eastman Chemical,9527,751
306,Dean Foods,9503,-20
307,AutoZone,9475,1070
308,MasterCard,9473,3617
309,Owens & Minor,9440,67
310,Hormel Foods,9316,603
311,GameStop,9296,393
312,Autoliv,9241,468
313,CenterPoint Energy,9226,611
314,Fidelity National Financial,9199,583
315,Sonic Automotive,9197,97
316,HD Supply Holdings,9167,3
317,Charter Communications,9108,-183
318,Crown Holdings,9097,387
319,Applied Materials,9072,1072
320,Mosaic,9056,1029
321,CBRE Group,9050,485
322,Avon Products,8851,-389
323,Republic Services,8788,548
324,Universal Health Services,8764,545
325,Darden Restaurants,8758,286
326,Steel Dynamics,8756,157
327,SunTrust Banks,8707,1774
328,Caesars Entertainment,8679,-2783
329,Targa Resources,8617,102
330,Dollar Tree,8602,599
331,News Corp.,8574,239
332,Ball,8570,470
333,Thrivent Financial for Lutherans,8521,753
334,Masco,8521,856
335,Franklin Resources,8491,2384
336,Avis Budget Group,8485,245
337,Reynolds American,8471,1470
338,Becton Dickinson,8446,1185
339,Priceline Group,8442,2422
340,Broadcom,8428,652
341,Tenneco,8420,226
342,Campbell Soup,8405,818
343,AECOM,8357,230
344,Visteon,8343,-295
345,Delek US Holdings,8324,199
346,Dover,8322,775
347,BorgWarner,8305,656
348,Jarden,8287,243
349,UGI,8277,337
350,Murphy Oil,8263,906
351,PVH,8241,439
352,Core-Mark Holding,8170,43
353,Calpine,8030,946
354,D.R. Horton,8025,534
355,Weyerhaeuser,7976,1826
356,KKR,7972,478
357,FMC Technologies,7943,700
358,American Family Insurance Group,7933,515
359,SpartanNash,7916,59
360,WESCO International,7890,276
361,Quanta Services,7851,297
362,Mohawk Industries,7803,532
363,Motorola Solutions,7785,1299
364,Lennar,7780,639
365,TravelCenters of America,7779,61
366,Sealed Air,7751,258
367,Eversource Energy,7742,820
368,Coca-Cola Enterprises,7680,663
369,Celgene,7670,2000
370,Williams,7637,2114
371,Ashland,7621,233
372,Interpublic Group,7537,477
373,Blackstone Group,7485,1585
374,Ralph Lauren,7450,776
375,Quest Diagnostics,7435,556
376,Hershey,7422,847
377,Terex,7404,319
378,Boston Scientific,7380,-119
379,Newmont Mining,7292,508
380,Allergan,7238,1524
381,O’Reilly Automotive,7216,778
382,Casey’s General Stores,7194,127
383,CMS Energy,7179,477
384,Foot Locker,7151,520
385,W.R. Berkley,7129,649
386,PetSmart,7112,426
387,Pacific Life,7073,540
388,Commercial Metals,7057,116
389,Agilent Technologies,6981,504
390,Huntington Ingalls Industries,6957,338
391,Mutual of Omaha Insurance,6878,292
392,Live Nation Entertainment,6867,-91
393,Dick’s Sporting Goods,6815,344
394,Oshkosh,6808,309
395,Celanese,6802,624
396,Spirit AeroSystems Holdings,6799,359
397,United Natural Foods,6794,126
398,Peabody Energy,6792,-787
399,Owens-Illinois,6784,75
400,Dillard’s,6780,332
401,Level 3 Communications,6777,314
402,Pantry,6765,13
403,LKQ,6740,382
404,Integrys Energy Group,6731,277
405,Symantec,6676,898
406,Buckeye Partners,6646,273
407,Ryder System,6639,219
408,SanDisk,6628,1007
409,Rockwell Automation,6624,827
410,Dana Holding,6617,319
411,Lansing Trade Group,6614,58
412,NCR,6591,191
413,Expeditors International of Washington,6565,377
414,Omnicare,6551,145
415,AK Steel Holding,6506,-97
416,Fifth Third Bancorp,6503,1481
417,Seaboard,6473,365
418,NiSource,6471,530
419,Cablevision Systems,6461,311
420,Anixter International,6446,195
421,EMCOR Group,6444,169
422,Fidelity National Information Services,6417,679
423,Barnes & Noble,6381,-47
424,KBR,6366,-1262
425,Auto-Owners Insurance,6337,564
426,Jones Financial,6333,770
427,Avery Dennison,6330,249
428,NetApp,6325,638
429,iHeartMedia,6319,-794
430,Discovery Communications,6265,1139
431,Harley-Davidson,6229,845
432,Sanmina,6215,197
433,Trinity Industries,6170,678
434,J.B. Hunt Transport Services,6165,375
435,Charles Schwab,6156,1321
436,Erie Insurance Group,6124,168
437,Dr Pepper Snapple Group,6121,703
438,Ameren,6054,586
439,Mattel,6024,499
440,Laboratory Corp. of America,6012,511
441,TEGNA,6008,1062
442,Starwood Hotels & Resorts,5983,633
443,General Cable,5980,-628
444,A-Mark Precious Metals,5979,8
445,Graybar Electric,5979,87
446,Energy Future Holdings,5978,-6406
447,HRG Group,5963,-10
448,MRC Global,5933,144
449,Spectra Energy,5903,1082
450,Asbury Automotive Group,5868,112
451,Packaging Corp. of America,5853,393
452,Windstream Holdings,5830,-40
453,PulteGroup,5822,474
454,JetBlue Airways,5817,401
455,Newell Brands,5810,378
456,Con-way,5806,137
457,Calumet Specialty Products Partners,5791,-112
458,Expedia,5764,398
459,American Financial Group,5713,452
460,Tractor Supply,5712,371
461,United Rentals,5685,540
462,Ingredion,5668,355
463,Navient,5637,1149
464,MeadWestvaco,5631,263
465,AGL Resources,5628,482
466,St. Jude Medical,5622,1002
467,J.M. Smucker,5611,565
468,Western Union,5607,852
469,Clorox,5591,558
470,Domtar,5563,431
471,Kelly Services,5563,24
472,Old Republic International,5531,410
473,Advanced Micro Devices,5506,-403
474,Netflix,5505,267
475,Booz Allen Hamilton Holding,5479,232
476,Quintiles Transnational Holdings,5460,356
477,Wynn Resorts,5434,732
478,Jones Lang LaSalle,5430,386
479,Regions Financial,5428,1155
480,CH2M Hill,5414,-182
481,Western & Southern Financial Group,5404,790
482,Lithia Motors,5403,139
483,salesforce.com,5374,-263
484,Alaska Air Group,5368,605
485,Host Hotels & Resorts,5354,732
486,Harman International Industries,5349,235
487,Amphenol,5346,709
488,Realogy Holdings,5328,143
489,Essendant,5327,119
490,Hanesbrands,5325,405
491,Kindred Healthcare,5325,-80
492,ARRIS Group,5323,327
493,Insight Enterprises,5316,76
494,Alliance Data Systems,5303,506
495,LifePoint Health,5301,126
496,Pioneer Natural Resources,5293,930
497,Wyndham Worldwide,5281,529
498,Owens Corning,5276,226
499,Alleghany,5232,679
500,McGraw Hill Financial,5190,-115
